sex,age,height,weight
F,47,1.717351887,99.667622
F,29,1.630531349,76.71339228
F,60,1.539605795,77.31834923
F,59,1.566080842,52.55942022
M,69,1.723511084,66.69963167
F,65,1.677696268,100.1619273
M,58,1.807253428,120.9943514
M,33,1.800265794,99.69719228
M,20,1.766025041,87.97557575
M,61,1.71289807,78.94428755
F,61,1.77771231,100.0072567
F,66,1.652600304,58.5181282
F,22,1.601561605,85.00692998
M,31,1.902577076,124.7237329
F,63,1.515440734,56.7590747
male,25,1.695253252,115.4652979
M,28,1.76022622,79.02453364
M,55,1.716697228,85.46305469
M,70,1.779667875,101.2256764
F,51,1.730751298,100.5760192
F,61,1.660255411,56.83319805
M,68,1.735440489,87.28914498
male,61,1.717451778,216.7099099
M,22,1.565309851,56.38094691
M,23,1.740289789,109.4756142
M,23,1.855140449,67.22359829
F,25,1.611828739,95.95290026
M,47,1.790286127,88.15234212
M,56,1.81467558,93.59170799
M,40,1.826864634,94.67136331
M,67,1.747040426,82.90714195
F,41,1.589234972,48.24112245
F,51,1.666902857,82.68984458
F,61,1.621022869,78.30887383
F,14,1.590649441,60.95315218
F,16,1.734714615,100.4357507
M,21,1.814940855,57.62274415
M,42,1.738446485,83.67409301
F,40,1.607619959,75.47281639
F,45,1.700484948,64.28151842
F,58,1.57914844,56.28308108
M,24,1.775556153,97.59669948
M,27,1.711255662,71.68349097
F,18,1.620873182,78.36741735
F,24,1.762884459,64.13076203
M,38,1.857894231,90.49334229
M,16,1.568823684,58.14977655
F,25,1.682808858,82.68853257
M,60,1.681308199,67.15414348
F,44,1.608437379,62.54318225
M,46,1.712057203,95.1690672
F,41,1.697552926,70.1355391
F,50,1.65137782,54.08168106
M,35,1.753894757,74.09535104
M,21,1.775838837,65.65126215
F,20,1.569054796,64.44853387
M,19,1.794848394,84.14103714
M,59,1.738988788,88.56220277
M,30,1.815263032,104.3310722
M,18,1.74483216,67.92584153
M,36,1.82175458,81.58186405
male,15,1.686604964,217.6465358
F,19,1.612174493,79.31249204
F,34,1.586917942,71.09596118
M,63,1.782351383,75.03840922
M,66,1.65325155,83.15115205
F,28,1.707839252,78.12873289
M,51,1.783138283,103.629824
M,32,1.809933315,98.02666681
F,50,1.687961264,70.83854477
F,25,1.584981674,78.82838118
M,29,1.609550585,83.67773904
M,28,1.891358364,131.2809973
F,30,1.650406737,87.68560945
F,39,1.674920892,69.41712446
F,16,1.626913662,63.81409886
M,64,1.643696144,117.1067142
F,16,1.752769732,99.03485955
M,61,1.572479478,66.3165408
F,62,1.651602999,75.42915515
F,14,1.649260476,65.97512828
female,58,1.699850882,193.5161328
M,49,1.659442516,72.21252275
F,51,1.53866635,67.51233718
M,37,1.799054875,104.325104
F,69,1.52514333,69.02133828
female,70,1.766795539,147.5248942
M,15,1.630234644,83.72726653
F,67,1.611365426,64.58071832
F,50,1.632823848,49.85341326
F,56,1.661082945,98.58115866
M,27,1.863035462,116.2676459
M,43,1.835884659,108.0621448
F,40,1.518554626,67.96942982
M,30,1.859278902,96.62185887
F,40,1.721275857,85.8536083
F,16,1.515729189,61.45851146
F,61,1.678923977,87.02385366
M,52,2.033054998,85.67338941
M,66,1.771284811,86.36188297
F,22,1.575734739,94.39314861
F,45,1.7143932,83.3734557
F,46,1.625233565,87.93515112
F,14,1.661672295,47.17613292
F,53,1.72024645,110.5495899
F,43,1.560415523,78.75115897
M,22,1.697594574,62.0579392
F,66,1.814386337,103.6232734
male,54,1.876838149,286.2450455
M,45,1.864001113,72.7095382
F,48,1.581910533,81.95971641
F,27,1.673609872,86.95246994
M,48,1.847715005,113.0888695
F,59,1.736508874,99.38930663
M,27,1.948354618,105.1795646
M,37,1.801161885,88.44072685
F,32,1.728166095,84.30878894
F,32,1.6110536,92.60298117
M,40,1.89003496,126.7198447
F,14,1.631861164,99.74673355
M,23,1.637881069,75.13805981
M,49,1.833146462,95.76666383
M,30,1.895798789,146.5547064
M,21,1.787526398,78.91098765
F,59,1.694888401,56.41628327
F,56,1.622893414,74.45384398
M,34,1.6851936,84.37703347
F,42,1.640307338,66.60865445
F,63,1.564343204,77.44430338
M,69,1.924437721,91.77793139
M,37,1.810106606,103.3494786
female,14,1.51736448,164.6448822
F,29,1.630711888,64.56501565
M,61,1.656697875,101.371829
M,36,1.79641309,88.92618906
F,70,1.626456729,98.09615616
F,36,1.636392536,76.52788055
M,65,1.780131215,115.5118372
F,42,1.768386567,99.91392645
M,57,1.754957854,106.3169916
F,35,1.634568951,68.19414449
F,26,1.700325701,64.61338502
F,44,1.634462402,64.06410315
male,22,1.802301115,178.0613445
M,65,1.768521213,57.22176681
F,43,1.72963349,100.5558919
M,61,1.84930705,99.56298203
male,54,1.903983022,280.9619965
F,60,1.652023013,99.05122941
F,57,1.577242201,91.02392931
F,68,1.736303987,74.12552196
F,22,1.549279405,84.86886839
F,36,1.47830882,51.00056047
F,25,1.711921395,76.93174126
M,54,1.81249012,49.72215491
M,51,1.834095409,84.24652976
M,32,1.737361362,69.5399136
F,62,1.46717604,54.3959276
male,70,1.908235503,164.2078128
M,41,1.807972335,67.53144466
M,28,1.789585734,98.88413264
M,34,1.821780684,106.6763648
F,70,1.582852832,74.00263251
F,42,1.716980356,84.00446722
F,20,1.624941723,61.15427513
M,61,1.866057078,100.765413
M,15,1.729611398,114.9305416
F,67,1.571247032,54.09754028
F,69,1.592731487,91.01155192
F,20,1.688248866,99.00555913
F,22,1.612848869,82.4915327
F,41,1.634946675,95.27358532
F,30,1.582332358,53.02732283
M,55,1.78223922,63.1936401
M,64,1.708819511,77.76840994
F,40,1.563854509,68.92742307
F,19,1.6892638,88.56204763
male,41,1.855891648,197.2131882
M,57,1.737855354,57.60733649
F,66,1.656192047,85.41941436
F,37,1.721604424,67.7806669
M,66,1.714704426,97.78499654
male,63,1.782142047,215.7167558
F,50,1.704773384,96.54122165
M,17,1.834470636,103.245434
F,39,1.625146485,67.64243697
F,66,1.666527681,59.80757106
F,63,1.73166232,77.58768467
F,25,1.721149131,83.99915419
F,37,1.645765146,62.04395108
F,63,1.72505809,97.84022572
F,43,1.661713402,64.77695479
M,19,1.729439008,84.90748096
F,52,1.634180301,72.47116438
M,27,1.670964258,58.6236539
female,63,1.613089298,130.2883795
M,53,1.80660702,102.4805156
M,63,1.710290431,69.52874804
F,31,1.717553803,92.57942406
M,51,1.721023824,55.87454662
F,34,1.60740784,88.35115999
F,54,1.646580414,54.51795409
F,22,1.568578924,58.88736104
F,45,1.76408589,102.055245
F,27,1.685280416,91.45352512
male,55,1.840484938,140.5059518
M,64,1.697875872,66.65164888
F,51,1.748637688,71.88940951
F,26,1.644989781,65.39550841
M,60,1.76107519,102.5348371
F,48,1.690007414,81.95128908
F,70,1.507834902,56.67873761
F,51,1.630234562,77.40795063
F,59,1.726132509,99.13047602
M,28,1.603932251,64.75759017
M,17,1.812527869,98.24291719
male,40,1.79813629,271.2007029
F,55,1.603899857,89.40928044
M,26,1.766857677,93.69902139
F,35,1.63228939,79.85511887
F,20,1.5950154,52.42215997
M,48,1.871096129,108.9766574
M,65,1.866293176,108.2489732
M,18,1.833342617,37.06711077
M,37,1.74253076,104.8044599
F,21,1.671501574,85.95277145
M,45,1.810245393,128.082911
F,22,1.684428753,108.3547996
M,30,1.809685691,93.18028561
M,26,1.744772797,86.74429222
M,25,1.950437646,124.5115212
M,41,1.750748145,93.10431644
F,62,1.640107874,85.18811624
F,20,1.702799837,57.99808612
M,19,1.670465561,96.8754821
M,50,1.611168651,103.3596584
M,51,1.798443503,90.91864575
F,29,1.655957797,68.95944567
F,68,1.678053482,44.80961664
F,69,1.570246255,44.79496137
M,31,1.760555902,59.26074666
M,35,1.860104407,86.41828787
F,36,1.664689983,106.5842225
M,41,1.817024668,71.27467453
M,37,1.753817067,103.5669256
F,63,1.852233062,127.1524181
M,33,1.664595458,69.07414507
M,34,1.603448334,77.2908626
M,37,2.001663269,67.13759944
M,56,1.819341496,109.4052993
M,60,1.768941894,84.49173383
F,25,1.578046421,58.02894903
F,44,1.645130118,51.19261426
F,64,1.721721572,73.60258199
F,45,1.621115476,64.80693065
F,58,1.722478687,67.5430582
F,57,1.607568345,51.43707544
F,17,1.560806887,89.59436442
F,17,1.650028436,91.44531529
female,25,1.706189164,212.6213634
M,65,1.735449207,77.00954762
M,32,1.744438306,100.5911619
F,46,1.632359439,70.68192603
F,65,1.660272704,56.36406495
female,24,1.683644147,209.3591893
F,41,1.734268976,102.1517854
F,32,1.608355175,67.8113254
M,36,1.712679315,76.09298811
F,50,1.80730913,60.98499671
F,57,1.716409381,74.41802439
F,51,1.529724435,62.26992722
F,28,1.497623881,72.63820866
F,49,1.706400759,88.21809636
M,27,1.789672055,83.90811971
F,29,1.55524679,76.93876967
F,64,1.577043403,79.75268924
M,26,1.657633359,77.57776271
M,69,1.548091661,59.68240519
M,20,1.827828515,121.5991148
F,41,1.673145473,66.58811018
M,41,1.771009479,67.57931612
F,37,1.720796138,88.15157476
M,35,1.769903615,118.0355962
F,37,1.585723771,76.60196075
M,20,1.711856502,63.43604658
female,40,1.723828383,159.7266438
F,21,1.685484858,76.24401612
M,35,1.676030979,103.585855
M,41,1.636336183,72.54675315
M,45,1.751225358,76.90819395
F,36,1.720961665,118.2300078
M,45,1.815543964,91.68925972
female,46,1.648190617,211.0725257
M,62,1.744880661,126.3560942
F,69,1.695797176,58.31188047
M,27,1.786410533,119.28335
M,41,1.815832955,106.2385649
M,61,1.89014308,86.40129471
M,46,1.747613826,77.68910212
M,27,1.768233439,98.95090783
M,57,1.712633211,67.15239153
M,55,1.813970221,106.7829751
F,31,1.641570866,76.63347695
F,50,1.699640209,35.63767079
M,55,1.85206454,128.995917
M,66,1.990138075,147.2258389
M,60,1.912923865,148.5154788
male,14,1.64928045,180.4429717
F,30,1.611665543,104.3678961
F,47,1.681130299,58.85682518
F,37,1.594076003,88.93356263
F,35,1.544560278,92.86229626
female,66,1.63925773,137.1682668
M,41,1.732216521,100.6378698
F,34,1.597593363,63.64579536
M,43,1.982127451,106.7185198
F,33,1.441639688,85.22996596
F,68,1.614487019,57.50295287
M,65,1.711337567,68.56073985
F,53,1.727806187,101.9538875
female,33,1.587317055,128.7442016
female,54,1.656748657,197.7424734
M,41,1.731754224,93.7366078
M,60,1.671194944,67.93056687
M,43,1.675560718,79.15124978
M,40,1.62974893,114.2610194
M,66,1.799463072,94.64797408
F,43,1.607854922,86.32423248
F,32,1.64097045,85.43771343
M,47,1.783023455,69.35233374
F,63,1.647979351,84.04425289
female,45,1.737921363,304.3684834
F,60,1.670176723,102.2148958
M,62,1.729848839,128.0276722
M,39,1.827182599,88.68293734
F,37,1.764793799,82.63553042
M,39,1.795413882,71.70962563
F,19,1.579209549,71.47746794
female,17,1.606184168,133.7159622
F,33,1.722215634,97.44119043
F,35,1.717895274,60.26208239
male,58,1.818155755,165.2673668
M,31,1.702603506,64.98169912
F,37,1.65124764,110.3189279
F,40,1.583786218,84.48217073
female,35,1.645232411,158.3593683
M,38,1.683244821,104.2501683
F,19,1.606182096,89.55990648
M,24,1.792432724,88.72180448
female,45,1.623681868,160.0079524
F,62,1.707764791,92.30427819
F,33,1.602508779,85.78625671
F,57,1.739125836,64.01984756
F,62,1.674044359,63.81521982
M,69,1.813586304,67.67145311
F,31,1.65751383,93.15952446
F,61,1.623742008,71.48000947
M,36,1.97484107,120.0038022
M,31,1.805906425,81.57443118
F,49,1.725750177,69.70746264
M,69,1.665256351,73.82064539
F,30,1.701872796,66.7977402
F,18,1.574066329,54.86952915
M,43,1.720462028,81.10034722
F,15,1.567309114,84.27482629
F,43,1.78242801,100.8054974
F,31,1.588281146,62.00269483
female,60,1.598327465,139.7660896
M,64,1.795408842,107.1611882
F,44,1.633488711,83.15254771
F,36,1.781210974,58.42873283
M,47,1.642498575,68.61310615
M,43,1.716886938,109.3017102
F,70,1.595452207,43.02685441
F,59,1.640860708,48.08510426
male,36,1.730707673,180.5217229
M,65,1.741045624,62.40595567
F,42,1.725606422,87.49679388
M,31,1.757929036,60.40750163
M,70,1.916667672,107.2410719
F,49,1.630733389,73.84065647
M,30,1.904864073,79.90745279
male,63,1.811688325,259.0011819
F,44,1.685371722,67.48400575
M,17,1.735706835,72.97887034
F,33,1.505699944,69.48846731
F,62,1.690477688,101.4818778
F,29,1.585269719,91.87397366
F,28,1.632929951,53.5995288
M,44,1.823345745,97.49659074
M,36,1.880722526,53.39642905
F,70,1.612461591,100.1679536
F,39,1.598925045,83.31090724
M,65,1.827451786,118.8985952
M,66,1.730982128,80.44204692
M,37,1.747478188,99.17499884
F,50,1.55497208,51.25275497
F,56,1.601936869,74.58893287
F,15,1.640936949,82.99560801
F,61,1.607550311,70.91344335
M,58,1.626384089,77.38104944
female,36,1.752547384,149.2020591
F,24,1.789714444,75.2480371
M,21,1.68680075,71.89677343
M,37,1.752091486,75.84617294
M,20,1.902388675,145.2831873
F,36,1.703848372,78.02415423
F,45,1.660154566,89.77024004
F,20,1.602192212,89.38761959
female,66,1.614243508,202.7262108
M,36,1.622537129,110.8260822
F,50,1.666204731,94.69991107
M,61,1.648071959,104.6585372
F,24,1.659022405,67.31105491
F,57,1.606075226,59.84911087
M,36,1.824650458,77.98931976
F,20,1.669986908,98.93083837
F,22,1.758563587,58.47721942
female,19,1.67765091,144.8951926
M,14,1.906132148,94.26283184
M,57,1.755658466,68.01368166
M,45,1.74694272,70.8071848
M,41,1.714187441,81.04176613
M,67,1.766911946,117.9727439
F,67,1.557379083,40.93480747
M,16,1.875890808,78.71172565
F,46,1.623765749,76.16380763
M,24,1.678434547,86.14591547
M,62,1.915379569,98.91652017
F,58,1.727776772,75.14969321
F,54,1.670870295,92.51311003
M,50,1.802653521,73.20896343
F,18,1.700540449,52.21670896
M,20,1.755782751,98.3975258
male,22,1.697490614,128.5107873
F,31,1.588125994,67.23901867
F,32,1.680050876,87.22806487
M,50,1.708916463,99.2663906
M,61,1.894338163,113.1689832
M,43,1.737589252,67.15996337
F,41,1.542617308,67.99928128
M,50,1.750596154,114.55685
M,44,1.996283283,131.0228443
F,21,1.636360037,96.03175407
M,56,1.747111611,95.5997207
M,33,1.799377299,125.2745483
F,17,1.515785166,59.68235892
F,20,1.568348849,93.27080317
F,50,1.73751279,81.75389044
M,57,1.610482466,63.11167628
M,50,1.729898196,70.59988413
F,26,1.682114246,100.0381245
female,40,1.60899013,149.4887786
F,43,1.591680527,52.026434
M,56,1.741096894,102.2139887
F,39,1.559690337,73.28215223
M,38,1.79010658,97.92566523
F,42,1.534780757,73.64777947
M,57,1.716059066,101.1333431
M,36,1.822316265,79.94618505
F,58,1.57538007,105.7356618
M,55,1.590926128,43.68548193
M,23,1.855780163,105.7510485
M,51,1.920217229,104.4144823
F,14,1.68264965,73.96484666
F,66,1.586207916,64.05254396
F,56,1.652524961,80.31576425
M,52,1.814148191,92.41434675
F,28,1.651986076,82.07842652
F,38,1.680361136,53.26440262
female,30,1.631521327,190.1987794
F,21,1.63563959,74.41609428
M,36,1.899474787,123.9862836
F,15,1.664927293,63.74826583
M,42,1.625430843,92.32470617
F,64,1.522762385,82.21239609
F,30,1.598500206,64.48931316
M,56,1.733445061,94.2258695
M,54,1.807514763,84.62233511
female,16,1.630837443,233.3708046
F,22,1.544118593,47.58560138
M,38,1.754982128,97.70255006
F,46,1.741865526,88.28955258
M,67,1.732573368,58.99254192
M,42,1.810089749,58.53125225
F,52,1.599580554,92.72819348
M,26,1.595620194,69.58717695
M,53,1.703954731,82.74791507
M,60,1.824800757,106.402336
M,40,1.633058018,63.54860869
M,24,1.636601993,75.23782606
male,57,1.870063578,283.5131311
F,28,1.679754214,67.80172021
F,43,1.553325306,50.93836528
M,62,1.632469466,83.04123087
F,48,1.671602314,81.50582583
female,42,1.71905463,118.1565459
F,22,1.60724458,50.14263434
F,22,1.787037777,112.2016379
M,15,1.658897595,48.14550002
M,42,1.777689168,72.83210555
F,24,1.610817227,93.66620881
M,70,1.847743215,119.1862064
M,46,1.833018565,72.55400077
M,16,1.743222917,69.32072541
F,21,1.718790657,110.8934877
F,33,1.588066898,84.50025098
F,68,1.650273887,72.8260133
female,66,1.593211762,200.8900565
F,69,1.652283634,85.89590084
M,51,1.658959803,71.07924286
M,47,1.997927062,120.6218734
female,20,1.633414096,173.6994984
F,51,1.750489447,76.93347516
F,16,1.669023584,88.72990079
F,62,1.627364121,67.87819578
F,41,1.545039022,58.74640738
F,46,1.706539715,73.02767128
F,30,1.631276314,58.57219326
M,49,1.792540259,55.74881915
M,59,1.93102825,69.88606858
F,55,1.673822905,59.35410449
M,59,1.694191621,63.81666276
M,48,1.729811851,68.36218154
M,33,1.640576157,76.18751842
F,38,1.620052597,33.27671141
M,44,1.611754075,80.96396349
M,35,1.842850746,91.37192663
M,65,1.652837707,55.47540983
M,63,1.804738117,84.04334955
F,67,1.715175917,75.89663353
M,29,1.549780319,71.2010385
F,60,1.669103958,69.11193179
F,16,1.624900351,43.15108501
F,45,1.677000368,81.36330577
F,45,1.51924733,45.22831025
F,17,1.718151856,128.6989465
M,20,1.78103408,69.83325057
M,31,1.85303773,101.0516796
F,20,1.670655037,94.23647574
M,65,1.854174438,83.64748885
M,28,1.819058069,103.4963363
F,53,1.624583245,94.49499794
M,28,1.765746565,79.54396648
F,14,1.636672625,65.80778946
F,42,1.586639669,62.34000442
M,64,1.719837893,90.35722164
M,45,1.795579409,50.91608812
M,18,1.820252554,93.03259199
M,48,1.963743336,115.6924399
M,32,1.888232438,105.2860515
M,25,1.746104393,75.75451523
F,20,1.668608126,80.55624192
F,67,1.620643187,75.03527746
M,32,1.868579723,91.97560785
M,38,1.79601642,76.83408477
M,21,1.785116857,73.20004219
M,22,1.691912561,90.30910982
M,33,1.805661282,73.24998209
M,63,1.700806922,104.671914
F,61,1.506526214,66.74191832
M,29,1.911810685,96.6746549
M,60,1.885962609,126.9269825
M,47,1.976366791,130.0571078
M,52,1.678957555,78.17660948
F,49,1.682256616,96.50719681
M,40,1.77160154,85.11339614
F,20,1.691942782,55.78664206
M,22,1.911783438,93.66177031
F,25,1.605512162,86.9449401
F,68,1.660312297,91.07312758
F,51,1.576670496,20.96551752
M,64,1.748715146,79.4614495
F,60,1.70083817,79.67231062
male,42,1.730747482,140.9278003
M,35,1.745520109,98.73425497
male,53,1.736810375,190.0868038
F,49,1.624272359,73.94178621
F,66,1.765157648,82.86915539
M,63,1.89935837,73.50903952
M,22,1.689437646,97.88019096
F,21,1.669291984,89.04728559
M,26,1.754826188,90.83182394
male,24,1.545613641,138.7080916
M,67,1.767276213,102.1684736
F,18,1.70734883,77.50107741
F,57,1.683230992,77.10868421
F,60,1.582515409,67.5337876
F,63,1.551432967,67.44203008
F,67,1.619275415,77.01626529
M,64,1.842192903,86.91461059
F,54,1.610330097,59.11575192
M,54,1.763626486,72.01490448
male,45,1.872867027,146.6397838
M,22,1.746191349,72.73418553
male,29,1.877639192,244.3757318
M,18,1.634015437,75.4949205
M,29,1.947236164,127.9542192
M,30,1.604806713,99.27216759
F,48,1.607801266,84.95852614
female,32,1.536929666,105.4409231
F,54,1.733515465,89.03680079
M,37,1.868734021,110.8351391
F,58,1.675905013,100.1825
F,70,1.666014027,65.68592222
F,23,1.628057811,72.94170717
F,62,1.706906368,72.68951987
female,40,1.696457381,137.6606876
M,24,1.910421064,62.78929047
F,40,1.683928456,95.78679921
F,33,1.720532205,39.70257389
M,56,1.775060876,105.8324918
M,50,1.699843925,83.93676967
M,47,1.864859093,105.2594363
F,69,1.53981755,73.42925325
M,57,1.773113608,90.16899233
F,61,1.568944279,74.09117856
F,55,1.739737695,65.73661988
M,47,1.767072761,93.40330632
F,23,1.671087914,95.61729426
F,43,1.744222857,97.75166909
F,30,1.672132335,85.05393894
M,68,1.886662245,114.1998187
M,70,1.609035262,71.61051697
F,28,1.739198107,95.46692081
F,25,1.557086373,84.29993624
M,59,1.779207862,84.45238964
M,65,1.724998197,84.58413316
F,43,1.733944802,83.97800561
F,42,1.568802572,53.95002715
M,14,1.777279327,111.1145816
F,70,1.695967157,78.59871762
F,16,1.701810911,115.824032
M,24,1.794406395,112.0016873
M,33,1.757115396,81.63730639
F,18,1.713213753,79.72492612
F,39,1.742822421,82.5560599
M,65,1.777248572,90.42065064
F,15,1.486875987,53.64581433
M,67,1.719514032,70.46782032
F,17,1.636903412,61.86346685
M,29,1.873843321,104.385102
F,48,1.771143571,37.42938315
M,66,1.818344325,90.07599653
M,32,1.81452723,89.97179093
M,36,1.825823943,110.7342452
F,24,1.699932859,99.42359867
F,70,1.653584931,78.72474384
M,66,1.815072426,97.82025519
F,60,1.661844936,59.66918752
F,70,1.602330997,65.75617509
M,37,1.911541076,132.1486668
M,29,1.75509118,70.35680107
F,15,1.573686855,58.53476072
F,63,1.517099798,48.01045624
M,51,1.869096574,95.47236025
F,49,1.660954369,80.91561024
M,60,1.773416526,68.36054716
F,18,1.705306108,79.87780651
M,19,1.843815774,79.15319964
M,68,1.71765661,92.84498285
female,35,1.64941607,183.4910059
F,68,1.591300737,70.82991832
F,58,1.668521274,88.75461982
F,55,1.497696734,63.6251426
F,24,1.733684089,92.45134127
male,17,1.865676851,203.9017674
F,43,1.771245056,109.6063775
F,30,1.727592223,57.41953126
M,52,1.775881598,98.66654858
F,31,1.628482759,95.66264768
M,63,1.768495621,116.3764111
F,34,1.685201652,90.24360992
F,54,1.677008055,64.6954156
F,39,1.692442281,112.938335
F,28,1.617804606,85.49848477
F,59,1.69203525,83.21143829
F,29,1.607148368,69.94935663
F,35,1.688365786,81.9879229
F,26,1.67419828,116.7362417
F,49,1.677657113,76.88397187
F,16,1.669569882,66.45531375
F,20,1.614338248,62.94755762
M,38,1.959557323,129.5142098
F,28,1.598956586,94.87209932
M,65,1.855627567,75.68420658
M,39,1.801198545,70.99667652
F,23,1.643916048,79.05340794
M,66,1.70238284,98.1165302
F,55,1.534912492,71.95672406
F,56,1.760620226,104.208197
F,40,1.605572368,52.13105709
F,41,1.665677386,32.52542962
F,41,1.661347825,66.03605299
F,28,1.617519771,93.76002555
M,22,1.797486192,79.59707614
F,48,1.514565556,96.58726953
M,21,1.726112698,99.74012305
F,67,1.65397285,73.25407717
F,22,1.644607629,94.47546647
M,34,1.815114904,94.472142
F,20,1.737916345,79.99862487
F,49,1.622535799,69.60355769
M,42,1.664539621,72.81322663
F,43,1.662653225,82.80487273
M,59,1.783182847,139.0501458
F,60,1.685959249,96.5155436
F,60,1.618684734,100.1980135
F,20,1.690787408,69.10436786
M,53,1.805427047,97.15887066
F,31,1.708951523,71.16726286
female,35,1.631247352,195.5758665
F,33,1.572531802,98.04185953
M,53,1.739858102,95.57819979
F,18,1.45380473,46.37541775
M,25,1.822311619,96.45857941
F,22,1.555938913,58.02493312
F,59,1.708983398,96.41468466
F,25,1.638146815,56.74111047
M,56,1.768227045,47.54774642
female,51,1.757182552,165.6034319
M,14,1.854005187,91.17004862
M,66,1.809725851,89.79633166
M,29,1.699541168,87.83668575
M,34,1.797149798,55.16517708
F,17,1.74232804,84.35065925
F,30,1.714901752,107.9947249
M,38,1.715934284,88.24467683
F,20,1.701060336,66.19596103
F,55,1.746798611,92.78109533
F,17,1.587208496,64.22645631
M,32,1.853417002,114.7759223
M,37,1.749103035,74.17384034
F,14,1.635772236,47.58629864
M,34,1.756641677,96.39114375
M,40,1.689710496,91.54072479
M,36,1.855075224,107.2858548
M,70,1.803259903,98.80940631
M,48,1.783339971,89.71028197
F,18,1.608586492,79.10872017
female,45,1.662395602,145.7097718
M,55,1.732718474,86.07561769
M,27,1.815912163,145.8281782
M,68,1.741125138,64.42197624
M,60,1.864095208,74.50014877
M,14,1.731457975,84.24531292
F,70,1.631460766,114.6164686
F,23,1.572821777,81.23778701
M,44,1.688810273,88.53243489
M,18,1.576516995,65.05782689
F,46,1.667876367,43.67182205
female,34,1.722403418,235.9909843
F,68,1.670107425,53.48224285
M,14,1.744803759,89.84503237
F,38,1.624789761,32.67950915
F,29,1.691419957,75.43132054
F,66,1.643040297,64.267647
M,34,1.86808835,109.0028684
M,25,1.865842456,90.21982879
F,37,1.634913054,65.06067518
F,66,1.746988999,99.70878906
M,45,1.837638233,51.40015892
M,28,1.844628314,95.11214248
F,67,1.618048767,75.65946361
M,25,1.849648905,82.3375083
M,51,1.879463317,140.5432586
M,24,1.876263979,113.4697582
M,39,1.658387869,63.75011678
F,51,1.667930618,74.55776314
F,35,1.654066581,61.6662392
M,64,1.79631077,62.4063893
M,26,1.851485587,85.10533875
M,44,1.820672779,86.80158777
F,41,1.796105817,99.59420527
M,54,1.900501945,76.36574385
F,31,1.552391607,78.46529066
M,69,1.891610197,114.8925082
M,24,1.674121499,69.89501652
M,26,1.780796028,59.93121483
F,40,1.660097977,64.56259112
M,64,1.759157771,59.71170152
F,21,1.637059134,69.67457018
M,63,1.809510587,70.94825364
M,22,1.906982429,90.96431151
M,16,1.814471059,97.16929559
F,56,1.578009751,76.28466679
M,39,1.631322028,62.63577131
M,63,1.764071329,109.4951709
male,16,1.948275692,222.8587403
M,27,1.786792914,106.6701506
F,21,1.636626638,70.80380237
M,23,1.756810771,93.5380482
M,50,1.885820024,105.2072575
M,61,1.789102532,108.5361089
F,64,1.568223623,44.84464537
M,26,1.771763863,94.61217748
F,32,1.5827338,69.69457199
M,61,1.70613445,56.52457792
F,44,1.593223643,69.02969794
F,54,1.63767631,83.87018602
M,26,1.572584435,55.27286518
M,32,1.976613713,98.6906527
F,56,1.707610852,77.81582275
F,34,1.587664604,56.69468212
M,19,1.657548968,70.87137222
M,67,1.649648756,92.06666555
F,16,1.703447878,77.39194221
M,44,1.822100826,52.46416891
M,24,1.879296583,74.81495825
M,17,1.76358047,62.73820276
M,60,1.761963676,82.75283958
M,31,2.032289136,104.6170167
F,33,1.656485825,63.5206248
M,52,1.77137788,101.8184704
M,49,1.859820136,91.6899701
M,55,1.677797498,87.31644294
M,65,1.682988411,59.59710375
F,29,1.643030922,91.35268618
F,53,1.695644386,85.24503792
female,23,1.659286947,114.0398723
F,15,1.587254875,98.90601599
M,25,1.819093011,89.52118196
M,30,1.766301025,71.48738909
M,53,1.858154078,81.50165864
F,68,1.574791983,55.16615985
M,53,1.848663716,98.83455894
M,62,1.703168745,87.766503
F,28,1.555772347,75.30078475
F,57,1.703246272,66.49930679
M,21,1.878346958,81.32642876
F,14,1.64519113,66.78547031
F,34,1.594870647,85.16577934
M,21,1.823067429,98.08879207
F,27,1.558960245,40.21605986
M,47,1.774627086,94.91679995
F,29,1.535654153,70.54594245
M,67,1.745789554,91.55269527
M,24,1.826477307,76.19962956
F,15,1.668955693,58.9777434
F,33,1.517663054,79.25683001
M,39,1.836130051,67.51621868
F,29,1.614168691,72.48101858
F,51,1.627225477,59.00458616
M,36,1.881362933,114.2984157
F,44,1.585314112,72.28716943
F,60,1.554589502,59.44824272
M,28,1.770821048,73.86089944
M,63,1.786854846,112.9889133
M,47,1.954419266,125.7255443
F,45,1.733698853,84.28221893
M,24,1.718631665,97.88054131
F,58,1.55402289,97.79806799
M,63,1.718127487,75.61495674
M,61,1.572820681,77.14332831
F,17,1.55895023,64.32069462
male,53,1.789041382,206.9254647
M,19,1.645402973,70.67693583
F,36,1.556799384,64.1030774
M,61,1.833699116,111.3156572
male,14,1.815873906,137.5266712
F,44,1.610228667,75.8827138
M,39,1.802408671,59.69913333
female,68,1.528213607,122.3145635
M,34,1.796797579,66.71973636
M,60,1.745326309,85.3296547
F,40,1.60334498,45.72398863
F,69,1.639207645,69.80289786
F,15,1.609030945,86.29135654
M,21,1.767972624,85.65607623
F,56,1.548090755,45.62317258
M,34,1.821925067,92.4515669
M,30,1.673319078,85.29818044
M,25,1.679435161,71.65700872
F,48,1.51125577,72.82358351
M,49,1.765258372,80.53877963
